id,name,lat,lon,staff_email_domain,website,street,postcode,city,state
1922,Krankenhaus Wermelskirchen,51.1344507,7.2223201,,,,,,Nordrhein-Westfalen
1923,Johanniter-Krankenhaus,50.7125609,7.1324916,johanniter.de,http://www.johanniter.de/einrichtungen/krankenhaus/bonn/,,,,Nordrhein-Westfalen
1924,Vinzenz-Pallotti-Hospital,50.9621118,7.176197,vph-bensberg.de,http://www.vph-bensberg.de,,,,Nordrhein-Westfalen
1925,Katholisches Karl-Leisner-Klinikum Wilhelm-Anton-Hospital Goch,51.6766025,6.181603,,,,,,Nordrhein-Westfalen
1926,Herzpark Hardterwald Kardiologische Rehabilitation,51.1890873,6.361564,herzpark-mg.de,https://www.herzpark-mg.de/,,,,Nordrhein-Westfalen
1927,St. Franziskus Krankenhaus Eitorf,50.7678133,7.4518754,,,Hospitalstraße,53783,Eitorf,Nordrhein-Westfalen
1928,Klinik Martinusquelle,51.7870058,8.8100806,medizinisches-zentrum.de,https://www.medizinisches-zentrum.de/einrichtungen/klinik-martinusquelle/,,,,Nordrhein-Westfalen
1929,Klinikzentrum Nord,51.5343161,7.4541768,,,Münsterstraße,44145,Dortmund,Nordrhein-Westfalen
1930,Heilig Geist-Krankenhaus,50.9915588,6.9252613,hgk-koeln.de,https://www.hgk-koeln.de/,Graseggerstraße,50737,Köln,Nordrhein-Westfalen
1931,MEDIAN Klinik NRZ Bad Salzuflen,52.0971412,8.7502872,median-kliniken.de,https://www.median-kliniken.de/de/median-nrz-bad-salzuflen,,32105,Bad Salzuflen,Nordrhein-Westfalen
1932,"Krankenhaus Neuwerk ""Maria von den Aposteln""",51.2242748,6.4705263,,,,,,Nordrhein-Westfalen
1933,St. Augustinus Krankenhaus,50.7698902,6.4879086,ct-west.de,https://www.sankt-augustinus-krankenhaus.de/,Renkerstraße,52355,Düren,Nordrhein-Westfalen
1934,Rose Klinik,51.8942436,8.9840147,rose-klinik.de,https://www.rose-klinik.de/,,,,Nordrhein-Westfalen
1935,Gertrudis-Hospital Westerholt,51.5999101,7.085608,kkrn.de,,Kuhstraße,45701,Herten,Nordrhein-Westfalen
1936,Vitrea Klinik Bad Berleburg,51.0603711,8.4026673,vitrea-gesundheit.de,https://www.vitrea-gesundheit.de/kliniken/bad-berleburg/,An der Gontardslust,57319,Bad Berleburg,Nordrhein-Westfalen
1937,Katholisches Krankenhaus Dortmund-West,51.5240469,7.3672633,,,Zollernstraße,44379,Dortmund,Nordrhein-Westfalen
1938,Marienhospital Bottrop,51.5341244,6.9179798,,,,,,Nordrhein-Westfalen
1939,St. Rochus-Hospital,51.5468489,7.3159072,st-rochus-hospital.de,http://www.st-rochus-hospital.de/,Glückaufstraße,44575,Castrop-Rauxel,Nordrhein-Westfalen
1940,Helios Cäcilien-Hospital Hüls,51.3759004,6.5149234,,,,,,Nordrhein-Westfalen
1941,Städtisches Krankenhaus Heinsberg,51.0650983,6.0949377,krankenhaus-heinsberg.com,https://www.krankenhaus-heinsberg.com/,,,,Nordrhein-Westfalen
1942,Städtisches Krankenhaus Maria-Hilf,51.3859744,8.5819695,kh-brilon.de,https://www.krankenhaus-brilon.de,Am Schönschede,59929,Brilon,Nordrhein-Westfalen
1943,Klinik Roderbirken,51.1044965,7.0380879,klinik-roderbirken.de,https://www.klinik-roderbirken.de/,,,,Nordrhein-Westfalen
1944,Kath. Klinikum Philippusstift,51.4754955,6.9496125,kkenw.de,http://www.kkenw.de/,,,,Nordrhein-Westfalen
1945,Marcus Klinik,51.7350197,9.0364953,marcus-klinik.de,https://marcus-klinik.de,,,,Nordrhein-Westfalen
1946,Klinikum Solingen,51.1847942,7.0701213,,,,,,Nordrhein-Westfalen
1947,Dr. Becker Klinik Möhnesee,51.49224,8.1173597,dbkg.de,https://www.dbkg.de/kliniken/klinik_moehnesee,Schnappweg,59519,Möhnesee,Nordrhein-Westfalen
1948,Sana-Krankenhaus Radevormwald,51.1984382,7.3511309,sana.de,https://www.sana-radevormwald.de,Siepenstraße,42477,Radevormwald,Nordrhein-Westfalen
1949,Krankenhaus St. Josef,51.2595431,7.14297,cellitinnen.de,https://www.krankenhaus-st-josef-wuppertal.de,,,,Nordrhein-Westfalen
1950,Klinik Eichholz,51.715429,8.3403924,klinik-eichholz.de,https://www.klinik-eichholz.de/,,,,Nordrhein-Westfalen
1951,HELIOS-Klinik Elberfeld,51.2501479,7.1331649,,,Arrenberger Straße,,,Nordrhein-Westfalen
1952,VIALIFE Campus Bardenberg,50.8437102,6.1108483,campus-bardenberg.via.life,https://campus-bardenberg.via.life/,Dr.-Hans-Böckler-Platz,52146,Würselen,Nordrhein-Westfalen
1953,Christliches Krankenhaus (Wiedenbrücker Straße),51.6847853,8.342369,klinikumlippstadt.de,https://klinikumlippstadt.de/,Wiedenbrücker Straße,59555,Lippstadt,Nordrhein-Westfalen
1954,Sankt-Marien-Hospital Buer,51.5818964,7.048076,marienhospital-buer.de,http://www.marienhospital-buer.de/,Mühlenstraße,45894,Gelsenkirchen,Nordrhein-Westfalen
1955,LWL-Therapiezentrum für Forensische Psychiatrie Münsterland,52.3259828,7.5392679,,,An der Startbahn,48477,Hörstel,Nordrhein-Westfalen
1956,Diakonie Klinikum Jung-Stilling,50.8517284,8.0182242,diakonie-sw.de,https://www.jung-stilling.de/,,,,Nordrhein-Westfalen
1957,GFO Kliniken Mettmann-Süd St. Martinus Krankenhaus,51.1303956,6.9416178,stmartinus-langenfeld.de,,,,,Nordrhein-Westfalen
1958,Krankenhaus Rahden,52.4305234,8.6105212,,,Hohe Mühle,32369,Rahden,Nordrhein-Westfalen
1959,Helios St. Josefshospital Uerdingen,51.3525109,6.6480287,helios-gesundheit.de,https://www.helios-gesundheit.de/standorte-angebote/kliniken/krefeld-uerdingen/,Kurfürstenstraße,47829,Krefeld,Nordrhein-Westfalen
1960,Oberberg Somnia Fachklinik Köln Herrig,50.799475,6.7250551,oberbergkliniken.de,https://oberbergkliniken.de/fachkliniken/oberberg-somnia-fachklinik-koeln-herrig,Fliederweg,50374,Erftstadt,Nordrhein-Westfalen
1961,Fabricius-Klinik,51.1801037,7.1805716,,,Brüderstraße,42853,Remscheid,Nordrhein-Westfalen
1962,Fachklinik 360°,51.3000991,6.859167,clinic.de,http://www.clinic.de/,Rosenstraße,40882,Ratingen,Nordrhein-Westfalen
1963,Hüttenhospital,51.480713,7.5098542,,,Am Marksbach,44269,Dortmund,Nordrhein-Westfalen
1964,St.-Elisabeth Krankenhaus Dortmund-Kurl,51.5543461,7.5829378,elisabeth-dortmund.de,https://www.elisabeth-dortmund.de/,Kurler Straße,44319,Dortmund,Nordrhein-Westfalen
1965,St.-Josefs-Hospital K14,51.4851208,7.5052045,,,Wilhelm-Schmidt-Straße,44263,Dortmund,Nordrhein-Westfalen
1966,Sana Krankenhaus Benrath,51.1523406,6.8717482,sana-duesseldorf.de,https://www.sana-benrath.de/,,,,Nordrhein-Westfalen
1967,Landstuhl Regional Medical Center,49.4042184,7.5602942,amedd.army.mil,https://ermc.amedd.army.mil/landstuhl/,,,,Rheinland-Pfalz
1968,Klinisches Zentrum,50.4285578,7.3964527,,,,,,Rheinland-Pfalz
1969,Mobiler Defibrillator,49.0985953,8.0551513,,,Raiffeisenstraße,76887,Oberhausen,Rheinland-Pfalz
1970,Evangelisches Stift Sankt Martin,50.3482048,7.5933841,,,Johannes-Müller-Straße,56068,Koblenz,Rheinland-Pfalz
1971,Klinik Nette-Gut für Forensische Psychiatrie,50.4243073,7.4349691,klinik-nette-gut.de,https://www.klinik-nette-gut.de/,Am Nette-Gut,56575,Weißenthurm,Rheinland-Pfalz
1972,Nardiniklinikum St. Elisabeth,49.2463611,7.3630101,,,,,,Rheinland-Pfalz
1973,Marienhaus Klinikum Hetzelstift,49.3461013,8.1502651,hetzelstift.de,https://www.hetzelstift.de,Stiftstraße,67434,Neustadt an der Weinstraße,Rheinland-Pfalz
1974,Lutrina-Klinik,49.4418656,7.7723088,,,Karl-Marx-Straße,67655,Kaiserslautern,Rheinland-Pfalz
1975,Krankenhaus Maria Hilf Bad Neuenahr-Ahrweiler,50.5406049,7.1272646,marienhaus-klinikum-ahr.de,http://www.marienhaus-klinikum-ahr.de/unserklinikum/standorte/krankenhaus-maria-hilf-bad-neuenahr-ahrweiler/,,,,Rheinland-Pfalz
1976,MEDIAN Rehazentrum Daun - Thommener Höhe,50.2172934,6.9155865,,,,54552,Darscheid,Rheinland-Pfalz
1977,Krankenhaus Maria Hilf,50.1932148,6.8321818,krankenhaus-daun.de,https://www.krankenhaus-maria-hilf.de/,,,,Rheinland-Pfalz
1978,St. Elisabeth Krankenhaus Gerolstein,50.22645,6.6652663,krankenhaus-gerolstein.de,http://www.krankenhaus-gerolstein.de/,,,,Rheinland-Pfalz
1979,St. Antonius Krankenhaus,50.7818011,7.7324978,,,Auf der Rahm,57537,Wissen,Rheinland-Pfalz
1980,DRK Kamillus Klinik Asbach,50.6679294,7.4240214,drk-kamillus-klinik.de,http://www.drk-kamillus-klinik.de,Hospitalstraße,53567,Asbach,Rheinland-Pfalz
1981,Evang. Klinikum Westerwald GmbH,50.6564733,7.8303447,,,Alte Frankfurter Straße,57627,Hachenburg,Rheinland-Pfalz
1982,Brohltal-Klinik St. Josef,50.4559906,7.2789573,marienhaus.de,https://www.marienhaus-klinikum-ahr.de/,Kirchstraße,56659,Burgbrohl,Rheinland-Pfalz
1983,Nardini Klinikum St. Johannis,49.3990394,7.5824246,,,Nardinistraße,66849,Landstuhl,Rheinland-Pfalz
1984,MEDIAN Kliniken Daun Altburg,50.1596132,6.8441918,median-kliniken.de,https://www.median-kliniken.de/de/median-klinik-daun-altburg/,,,,Rheinland-Pfalz
1985,Krankenhaus St. Marienwörth,49.8474703,7.8620567,marienwoerth.de,https://www.st-marienwoerth.de,,,,Rheinland-Pfalz
1986,Brüderhaus Koblenz,50.3536111,7.5868729,,,Kardinal-Krementz-Straße,56073,,Rheinland-Pfalz
1987,Baumholder Army Health Clinic,49.6154211,7.3291758,amedd.army.mil,https://rhce.amedd.army.mil/baumholder/,,,,Rheinland-Pfalz
1988,Asklepios Südpfalzklinik Germersheim,49.2200087,8.365767,asklepios.com,https://www.asklepios.com/germersheim/,,,,Rheinland-Pfalz
1989,Marienhaus Klinikum Eifel Bitburg,49.9717121,6.5263986,marienhaus.de,https://www.marienhaus-klinikum-eifel.de,Krankenhausstraße,54634,Bitburg,Rheinland-Pfalz
1990,Cusanus-Krankenhaus Bernkastel-Kues,49.9155607,7.0629135,,,,,,Rheinland-Pfalz
1991,Klinik Bad Bergzabern,49.106257,8.0000136,,,,,,Rheinland-Pfalz
1992,Katholisches Klinikum Marienhof Koblenz,50.3587835,7.5725685,kk-km.de,https://www.kk-km.de/kkkm/,Rudolf-Virchow-Straße,56073,Koblenz,Rheinland-Pfalz
1993,BDH-Klinik Vallendar,50.3999608,7.6116239,bdh-reha.de,https://www.bdh-reha.de/,,,,Rheinland-Pfalz
1994,Gemeinschaftsklinikum Koblenz-Mayen St. Elisabeth Mayen,50.3254384,7.2180519,,,,,,Rheinland-Pfalz
1995,Verbundkrankenhaus Linz-Remagen,50.5644906,7.3191033,krankenhaus-linz.de,https://www.krankenhaus-linz-remagen.de,,,,Rheinland-Pfalz
1996,Universitätsmedizin Mainz,49.9923335,8.2595793,unimedizin-mainz.de,http://www.unimedizin-mainz.de,,,,Rheinland-Pfalz
1997,Haus Jakobsberg,49.7400231,8.1291073,,,,,,Rheinland-Pfalz
1998,Bundeswehrzentralkrankenhaus Koblenz,50.3681555,7.5434879,bundeswehr.org,https://www.bwkrankenhaus.de/de/bundeswehrzentralkrankenhaus-koblenz,Rübenacher Straße,56072,Koblenz,Rheinland-Pfalz
1999,Marienkliniken Sankt Josef Losheim,49.5088718,6.7400396,,,,,,Saarland
2000,Kreiskrankenhaus St. Ingbert,49.2905501,7.1143481,,,Klaus-Tussing-Straße,66386,Sankt Ingbert,Saarland
2001,Krankenhaus Saarlouis vom DRK,49.3133614,6.7439852,drk-kliniken-saar.de,http://www.drk-kliniken-saar.de.drktg.de/saarlouis/index.php,,,,Saarland
2002,Marienhaus Klinikum St. Elisabeth Saarlouis,49.3151243,6.7572164,marienhaus-klinikum-saar.de,http://www.marienhaus-klinikum-saar.de/,,,,Saarland
2003,Marienkrankenhaus Sankt Wendel,49.4534166,7.1786714,marienhaus.de,https://www.mkh-wnd.de,,,,Saarland
2004,Gebäude 1,49.3121302,7.3427953,,,Ringstraße,66424,Homburg,Saarland
2005,SHG Fachklinik Tiefental,49.1985354,7.0162285,,,,,,Saarland
2006,SHG-Klinik für Kinder- und Jugendpsychiatrie und -psychotherapie,49.1530968,7.0482927,,,,,,Saarland
2007,Marienhaus Klinikum Neunkirchen,49.3177614,7.2273199,marienhaus.de,https://www.marienhausklinik-st-josef-kohlhof.de/,Klinikweg,66539,Neunkirchen,Saarland
2008,ehemalige Knappschaftsklinik Quierschied,49.3119058,7.0366443,,,,,,Saarland
2009,Klinik für Geriatrie und Neurologie,49.563483,6.8078381,,,Auf der Flachsbach,66709,Weiskirchen,Saarland
2010,Knappschaftskrankenhaus Sulzbach,49.2977707,7.0547666,,,,,,Saarland
2011,Poliklinik Bergstadt Schneeberg,50.6039218,12.6432752,poliklinik.de,https://poliklinik.de/behandlungszentren/mvz-schneeberg.html,Goethestraße,08289,Schneeberg,Sachsen
2012,Kreiskrankenhaus Weißwasser,51.5027422,14.6311049,kreiskrankenhaus-weisswasser.de,http://www.kreiskrankenhaus-weisswasser.de/,Karl-Liebknecht-Straße,02943,Weißwasser/O.L.,Sachsen
2013,Rehabilitationsklinik Miriquidi,50.6181533,13.0448297,wiesenbad.de,https://wiesenbad.de/thermalbad-und-rehaklinik/rehaklinik,Freiberger Straße,09488,Thermalbad Wiesenbad,Sachsen
2014,Klinik am Waldschlößchen,51.0691175,13.7773451,klinik-waldschloesschen.de,https://www.klinik-waldschloesschen.de/,Sudhausweg,01099,Dresden,Sachsen
2015,Deutsches Rotes Kreuz,50.9742356,13.1185997,,,,,,Sachsen
2016,St.-Marien-Krankenhaus Dresden,51.1207271,13.7834621,stmarienkh-dd.de,http://www.stmarienkh-dd.de/,Selliner Straße,01109,Dresden,Sachsen
2017,Klinikum Flemmingstraße,50.8451779,12.8873773,klinikumchemnitz.de,https://www.klinikumchemnitz.de/das-klinikum/standorte/flemmingstrasse-4/,,,,Sachsen
2018,"Heinrich-Braun-Klinikum, Standort Werdauer Straße",50.7223559,12.4715842,paracelsus-kliniken.de,https://www.paracelsus-kliniken.de/zwickau.html,Werdauer Straße,08060,Zwickau,Sachsen
2019,Kreiskrankenhaus Zschopau,50.7352018,13.0793545,erzgebirgsklinikum.de,Erzgebirgsklinikum gGmbH,Alte Marienberger Straße,09405,Zschopau,Sachsen
2020,Kreiskrankenhaus Delitzsch,51.527194,12.3375394,kkh-delitzsch-gmbh.de,https://www.kliniken-delitzsch-eilenburg.de/standort-delitzsch,Dübener Straße,04509,Delitzsch,Sachsen
2021,Klinikum Oberlausitzer Bergland,50.899379,14.8211595,klinikum-oberlausitzer-bergland.de,https://www.klinikum-oberlausitzer-bergland.de/,Görlitzer Straße,02763,Zittau,Sachsen
2022,Elblandklinikum Riesa,51.2959708,13.3117987,,,,,,Sachsen
2023,Heinrich-Braun-Klinikum Standort Kirchberg,50.6261416,12.5616212,heinrich-braun-klinikum.de,https://www.heinrich-braun-klinikum.de/kirchberg.php,Schneeberger Straße,08107,Kirchberg,Sachsen
2024,Klinik für Hautkrankheiten und Allergologie in Plauen,50.4890328,12.1662348,,,,,,Sachsen
2025,Kirnitzschtal-Klinik,50.9236478,14.1614229,kirnitzschtal-klinik.de,https://www.kirnitzschtal-klinik.de/,Kirnitzschtalstraße,01814,Bad Schandau,Sachsen
2026,Heinrich-Braun-Klinikum,50.7224363,12.4312838,hbk-zwickau.de,https://www.heinrich-braun-klinikum.de,Karl-Keil-Straße,08060,Zwickau,Sachsen
2027,Krankenhaus Küchwald,50.8478339,12.8928226,klinikumchemnitz.de,https://www.klinikumchemnitz.de/das-klinikum/standorte/buergerstrasse-2-kuechwald/,Bürgerstraße,09113,Chemnitz,Sachsen
2028,Klinik Schöneck,50.3971983,12.3359648,paracelsus-kliniken.de,https://www.paracelsus-kliniken.de/schoeneck.html,,,,Sachsen
2029,Fachkrankenhaus Coswig,51.1308398,13.594178,,,,,,Sachsen
2030,Tagesklinik für Psychiatrie und Psychotherapie,51.3130544,13.29038,,,Elbweg,01591,Riesa,Sachsen
2031,Malteser Krankenhaus St. Johannes,51.2641258,14.1240854,malteser-krankenhaus-stjohannes.de,https://www.malteser-krankenhaus-stjohannes.de/,Nebelschützer Straße,01917,Kamenz,Sachsen
2032,Kreiskrankenhaus Freiberg,50.9207746,13.3516239,kkh-freiberg.com,https://www.kkh-freiberg.com/,Donatsring,09599,Freiberg,Sachsen
2033,Städtisches Klinikum Dresden-Neustadt,51.0906605,13.7083406,khdn.de,http://www.khdn.de/,Industriestraße,01129,Dresden,Sachsen
2034,Klinik Eilenburg,51.4603824,12.6210887,kkh-delitzsch-gmbh.de,https://www.kliniken-delitzsch-eilenburg.de/standort-eilenburg,Wilhelm-Grune-Straße,04838,Eilenburg,Sachsen
2035,Krankenhaus Bethanien Plauen,50.5017845,12.1228127,bethanien-plauen.de,https://www.bethanien-plauen.de/,Dobenaustraße,08523,Plauen,Sachsen
2036,Asklepios Fachklinik Hohwald,51.0474181,14.2899167,asklepios.com,http://www.hohwaldklinik.de,Hohwaldstraße,01844,Neustadt in Sachsen,Sachsen
2037,Pleißental-Klinik,50.7423129,12.3667428,pleissentalklinik.de,http://www.pleissentalklinik.de/,Ronneburger Straße,08412,Werdau,Sachsen
2038,Waldkrankenhaus Bad Düben,51.5984605,12.5822418,waldkrankenhaus-bad-dueben.de,http://www.waldkrankenhaus-bad-dueben.de/,Gustav-Adolf-Straße,04849,Bad Düben,Sachsen
2039,Klinik Adorf,50.3292314,12.2900372,paracelsus-kliniken.de,https://www.paracelsus-kliniken.de/adorf.html,Sorger Straße,08626,Adorf/Vogtland,Sachsen
2040,Asklepios Klinik Sebnitz,50.9828655,14.2669317,,,Doktor-Steudner-Straße,01855,Sebnitz,Sachsen
2041,Malteser Krankenhaus St. Carolus,51.1444812,14.9389312,carolus-goerlitz.de,https://www.malteser-krankenhaus-stcarolus.de,Carolusstraße,02827,Görlitz,Sachsen
2042,Falkenstein-Klinik,50.9189623,14.172976,,,,,,Sachsen
2043,Orthopädisches Zentrum Martin-Ulbrich-Haus,51.328012,14.9656906,klinik-rothenburg.de,http://klinik-rothenburg.diakonie.foundation,Horkaer Straße,02929,Rothenburg/Oberlausitz,Sachsen
2044,Lausitzer Seenland Klinikum,51.4419823,14.2729986,seenlandklinikum.de,https://www.seenlandklinikum.de,Maria-Grollmuß-Straße,02977,Hoyerswerda,Sachsen
2045,REHA Fachklinik EUBIOS,50.701136,12.8575837,eubios.de,https://www.eubios.de/,Gornsdorfer Straße,09380,Thalheim/Erzgebirge,Sachsen
2046,AMEOS Poliklinikum Wernigerode,51.837743,10.7937621,,,Kohlgartenstraße,38855,Wernigerode,Sachsen-Anhalt
2047,Hausarztteam NL Rosenburg,51.9157373,11.8864728,,,Hauptstraße,39240,Groß Rosenburg,Sachsen-Anhalt
2048,AMEOS Klinikum St. Salvator Halberstadt,51.901313,11.0537131,,,Gleimstraße,38820,Halberstadt,Sachsen-Anhalt
2049,Rehabilitationsklinik Bad Salzelmen,51.997816,11.7192693,rehaklinik-bad-salzelmen.de,https://www.rehaklinik-bad-salzelmen.de/,Badepark,39218,Schönebeck (Elbe),Sachsen-Anhalt
2050,Barbarossa Klinik,51.4304219,11.0299712,barbarossa-klinik-kelbra.de,https://www.barbarossa-klinik-kelbra.de/,Lange Straße,06537,Kelbra (Kyffhäuser),Sachsen-Anhalt
2051,HELIOS Klinik Sangerhausen Mansfeld-Südharz,51.4719587,11.3094395,,,Am Beinschuh,06526,Sangerhausen,Sachsen-Anhalt
2052,Paracelsusklinik,51.726052,11.1085954,,,,,,Sachsen-Anhalt
2053,Harzklinikum,51.7940906,11.1627169,,,,,,Sachsen-Anhalt
2054,Kinderkrankenhaus Salzwedel,52.8561978,11.146262,,,Brunnenstraße,29410,Salzwedel,Sachsen-Anhalt
2055,Klinik Lutherstadt Eisleben,51.5327846,11.5415713,helios-gesundheit.de,https://www.helios-gesundheit.de/kliniken/lutherstadt-eisleben/,Hohetorstraße,06295,Lutherstadt Eisleben,Sachsen-Anhalt
2056,PHV-Dialysezentrum Sangerhausen,51.4726125,11.318598,phv-dialyse.de,https://www.phv-dialyse.de/sangerhausen/,Sotterhäuser Weg,06526,Sangerhausen,Sachsen-Anhalt
2057,Christliches Klinikum Halle (Saale) - Standort Dölau,51.5031384,11.8775228,,,Röntgenstraße,06120,Halle (Saale),Sachsen-Anhalt
2058,Median Klinik,52.65145,11.3970212,median-kliniken.de,https://www.median-kliniken.de/median-kliniken/rehabilitationskliniken/median-klinik-kalbe,Straße der Jugend,39624,Kalbe (Milde),Sachsen-Anhalt
2059,Diakoniekrankenhaus Seehausen,52.8819342,11.7465578,,,,,,Sachsen-Anhalt
2060,"Ev. Fachkrankenhaus für Psychiatrie ""Hildegard von Bingen""",51.7519834,11.0940642,,,Suderöder Straße,06502,Thale,Sachsen-Anhalt
2061,Psychiatrische Tagesklinik Dessau,51.8389319,12.2462386,,,Teichstraße,06844,Dessau-Roßlau,Sachsen-Anhalt
2062,Fachklinik Alte Ölmühle,52.1292409,11.6730435,fachklinik-alte-oelmuehle.de,https://www.fachklinik-alte-oelmuehle.de/,Berliner Chaussee,39114,Magdeburg,Sachsen-Anhalt
2063,MEDIAN Klinik Flechtingen,52.3251649,11.2382678,median-kliniken.de,https://www.median-kliniken.de/de/median-klinik-flechtingen/ueber-uns/,Parkstraße,39345,Flechtingen,Sachsen-Anhalt
2064,Asklepios MVZ Sachsen-Anhalt D-Arzt und Chirurgie,51.1983282,11.9602914,,,Kleine Deichstraße,06667,Weißenfels,Sachsen-Anhalt
2065,Lungenklinik Lostau,52.2154038,11.728622,pfeiffersche-stiftungen.de,http://www.lungenklinik-lostau.de/,Lindenstraße,39291,Möser,Sachsen-Anhalt
2066,Carl-von-Basedow-Klinikum,51.3702754,11.6074159,,,,,,Sachsen-Anhalt
2067,Helios Klinik Hettstedt,51.6601433,11.4936801,,,,,,Sachsen-Anhalt
2068,Klinikum Staßfurt,51.8531235,11.5928657,kkl-as.de,https://www.kkl-as.de/,,,,Sachsen-Anhalt
2069,Johanniter-Krankenhaus Stendal,52.6119123,11.8530832,sdl.johanniter-kliniken.de,https://www.johanniter.de/johanniter-kliniken/stendal,Wendstraße,39576,Stendal,Sachsen-Anhalt
2070,Median Klinik NRZ,52.0862359,11.6375143,median-kliniken.de,https://www.median-kliniken.de/de/standorte/median-klinik-nrz-magdeburg/klinikprofil/,Gustav-Ricker-Straße,39120,Magdeburg,Sachsen-Anhalt
2071,Harz-Klinikum Wernigerode,51.8356751,10.7744284,harz-klinikum.de,http://www.harz-klinikum.de/,Ilsenburger Straße,38855,Wernigerode,Sachsen-Anhalt
2072,Altmark-Klinikum Gardelegen,52.5224044,11.3816082,altmark-klinikum.de,https://www.altmark-klinikum.de/krankenhaus-gardelegen,Ernst-von-Bergmann-Straße,39638,Gardelegen,Sachsen-Anhalt
2073,Ameos-Klinikum,51.746201,11.4576877,,,Eislebener Straße,06449,Aschersleben,Sachsen-Anhalt
2074,Dr. Thomas Nicolai & Kollegen,53.8876589,10.6789043,luebecker-zahnarzt.de,https://www.luebecker-zahnarzt.de/,Triftstraße,23554,Lübeck,Schleswig-Holstein
2075,Zentrum für Integrative Psychiatrie,54.3433157,10.1454324,zip-kiel.de,https://www.zip-kiel.de/,Niemannsweg,24105,Kiel,Schleswig-Holstein
2076,"Malteser Fördeklinikum St. Katharina, Standort Knuthstraße",54.7902064,9.4254957,diako.de,https://www.diako-krankenhaus.de/,Knuthstraße,24939,Flensburg,Schleswig-Holstein
2077,Heinrich Sengelmann Krankenhaus,53.757387,10.1545234,heinrich-sengelmann-krankenhaus.de,www.heinrich-sengelmann-krankenhaus.de,Kayhuder Straße,23863,Bargfeld-Stegen,Schleswig-Holstein
